File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0422_03_mesh_1.ply,799.189,1080.053,87.656,19.126,14.007,0.291
0422_03_mesh_10.ply,116.351,167.149,10.650,7.670,4.533,0.046
0422_03_mesh_11.ply,73.341,208.968,25.974,4.778,3.910,0.026
0422_03_mesh_12.ply,51.979,155.746,27.494,6.558,4.829,0.017
0422_03_mesh_13.ply,263.514,595.902,80.097,14.157,10.143,0.123
0422_03_mesh_14.ply,365.657,460.953,29.425,8.815,15.483,0.149
0422_03_mesh_2.ply,140.272,319.876,32.300,10.872,6.209,0.051
0422_03_mesh_3.ply,116.707,301.130,43.295,11.711,3.898,0.046
0422_03_mesh_4.ply,88.334,186.080,24.119,6.318,3.397,0.029
0422_03_mesh_5.ply,0.508,168.342,33.617,6.453,3.199,0.044
0422_03_mesh_6.ply,419.010,827.679,64.202,35.618,9.120,0.162
0422_03_mesh_7.ply,634.466,1066.621,70.562,24.942,12.643,0.304
0422_03_mesh_8.ply,1256.218,746.992,14.696,12.963,12.832,
0422_03_mesh_9.ply,71.173,133.983,9.851,8.736,6.803,0.029
0422_03_mesh_15.ply,369.361,480.910,35.491,20.577,9.442,0.125
