File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0423_15_mesh_1.ply,3374.311,1795.060,40.459,35.015,12.643,1.518
0423_15_mesh_10.ply,432.494,428.767,32.234,8.052,5.074,0.149
0423_15_mesh_11.ply,879.587,855.949,49.532,13.469,7.822,0.253
0423_15_mesh_12.ply,1321.303,975.510,40.028,11.731,9.077,0.362
0423_15_mesh_13.ply,181.625,217.730,13.945,6.266,4.646,0.035
0423_15_mesh_14.ply,440.140,475.606,20.290,8.851,7.432,0.138
0423_15_mesh_15.ply,205.272,233.120,10.465,8.845,5.842,0.065
0423_15_mesh_16.ply,621.027,490.731,18.333,10.559,7.735,0.166
0423_15_mesh_2.ply,1297.245,1424.992,104.915,21.623,8.470,0.336
0423_15_mesh_3.ply,366.037,357.479,18.985,7.273,7.006,0.094
0423_15_mesh_4.ply,2156.912,1826.417,83.684,32.326,11.959,0.983
0423_15_mesh_5.ply,192.600,271.792,20.538,5.765,4.952,0.049
0423_15_mesh_6.ply,426.411,451.948,31.647,8.989,5.329,0.107
0423_15_mesh_7.ply,1137.561,853.881,42.847,9.707,7.890,0.264
0423_15_mesh_8.ply,1259.256,705.013,13.711,12.446,14.262,
0423_15_mesh_9.ply,113.447,165.591,12.749,5.704,3.765,0.029
