File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0424_04_mesh_1.ply,18.473,179.665,19.402,7.164,2.622,0.009
0424_04_mesh_10.ply,24.15,94.793,15.924,4.306,2.008,0.005
0424_04_mesh_11.ply,31.945,94.54,11.773,5.804,3.236,0.009
0424_04_mesh_12.ply,48.66,109.216,9.878,6.144,2.331,0.012
0424_04_mesh_13.ply,29.976,62.178,5.323,5.89,3.988,0.009
0424_04_mesh_14.ply,55.427,143.361,17.731,5.776,3.457,0.014
0424_04_mesh_15.ply,39.542,74.008,6.255,4.599,3.171,0.014
0424_04_mesh_16.ply,46.094,117.785,19.6,3.782,2.624,0.016
0424_04_mesh_17.ply,40.924,128.254,26.144,5.633,2.525,0.009
0424_04_mesh_18.ply,21.397,74.587,16.526,3.315,2.411,0.007
0424_04_mesh_19.ply,44.469,122.997,9.761,9.29,2.715,0.011
0424_04_mesh_2.ply,36.727,84.748,6.91,4.521,3.538,0.012
0424_04_mesh_20.ply,24.088,51.043,5.839,3.168,2.581,0.006
0424_04_mesh_21.ply,21.452,57.578,10.368,4.008,2.477,0.007
0424_04_mesh_22.ply,29.313,81.525,14.599,2.772,2.829,0.008
0424_04_mesh_23.ply,33.324,64.67,7.727,3.174,2.931,0.008
0424_04_mesh_24.ply,33.052,133.758,27.481,3.553,2.806,0.01
0424_04_mesh_25.ply,54.881,110.257,14.825,4.385,3.645,0.015
0424_04_mesh_26.ply,33.643,91.628,12.588,7.579,1.995,0.009
0424_04_mesh_27.ply,26.776,106.295,13.692,6.771,2.446,0.007
0424_04_mesh_3.ply,29.654,93.527,12.368,4.402,3.182,0.008
0424_04_mesh_4.ply,27.288,85.212,11.886,7.706,2.551,0.008
0424_04_mesh_5.ply,29.891,91.625,11.348,5.642,2.597,0.005
0424_04_mesh_6.ply,1267.319,1081.192,16.847,17.351,15.096,
0424_04_mesh_7.ply,48.921,129.16,14.304,9.395,3.637,0.013
0424_04_mesh_8.ply,61.036,111.645,11.214,4.788,5.218,0.017
0424_04_mesh_9.ply,33.128,116.473,18.896,5.535,2.747,0.009
