File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0424_02_mesh_1.ply,228.487,292.706,20.557,6.344,5.243,0.07
0424_02_mesh_10.ply,55.643,149.889,27.279,8.456,2.479,0.02
0424_02_mesh_11.ply,76.865,359.995,80.042,9.116,4.461,0.097
0424_02_mesh_12.ply,72.706,161.904,21.528,7.171,3.527,0.021
0424_02_mesh_13.ply,132.354,258.287,34.04,7.866,6.121,0.039
0424_02_mesh_14.ply,304.888,411.384,37.002,8.714,5.663,0.101
0424_02_mesh_15.ply,118.156,259.814,36.055,4.388,3.696,0.036
0424_02_mesh_16.ply,130.42,213.095,22.699,4.822,3.523,0.034
0424_02_mesh_17.ply,169.178,283.883,24.006,16.956,6.854,0.057
0424_02_mesh_18.ply,109.789,225.894,27.29,4.749,3.242,0.027
0424_02_mesh_19.ply,82.908,176.114,22.451,7.991,6.04,0.026
0424_02_mesh_2.ply,145.467,253.995,31.376,4.946,4.612,0.036
0424_02_mesh_20.ply,75.646,139.707,14.074,4.074,3.543,0.021
0424_02_mesh_21.ply,71.337,197.664,33.232,6.507,7.6,0.025
0424_02_mesh_22.ply,124.16,273.247,23.1,11.099,9.357,0.049
0424_02_mesh_23.ply,112.259,184.078,18.958,7.909,3.552,0.031
0424_02_mesh_3.ply,401.268,535.319,31.214,22.66,7.327,0.165
0424_02_mesh_4.ply,87.629,216.842,27.157,9.462,4.351,0.024
0424_02_mesh_5.ply,147.669,258.783,31.356,6.001,3.622,0.038
0424_02_mesh_6.ply,140.263,353.461,36.633,7.603,3.859,0.033
0424_02_mesh_7.ply,642.157,687.868,41.977,12.289,6.346,0.181
0424_02_mesh_8.ply,169.897,290.672,31.23,10.796,5.975,0.041
0424_02_mesh_9.ply,1225.322,887.652,16.516,13.498,13.737,
