File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0422_05_mesh_1.ply,17.038,72.423,15.313,3.434,2.954,0.006
0422_05_mesh_10.ply,51.263,120.063,15.803,7.664,2.997,0.017
0422_05_mesh_11.ply,5.955,78.146,9.243,6.721,1.648,0.004
0422_05_mesh_12.ply,35.679,96.873,18.862,5.291,2.203,0.009
0422_05_mesh_13.ply,12.340,70.426,13.904,4.863,2.555,0.007
0422_05_mesh_14.ply,31.679,92.321,18.737,4.196,2.135,0.008
0422_05_mesh_15.ply,54.179,122.064,16.939,3.270,2.764,0.014
0422_05_mesh_16.ply,11.992,56.916,14.909,3.879,1.473,0.002
0422_05_mesh_17.ply,31.768,100.159,18.972,5.090,2.662,0.010
0422_05_mesh_18.ply,9.134,59.117,8.291,8.695,2.543,0.015
0422_05_mesh_19.ply,15.444,50.022,10.231,3.341,1.683,0.003
0422_05_mesh_2.ply,11.394,113.875,22.902,4.041,4.101,0.004
0422_05_mesh_20.ply,32.049,75.468,10.616,4.695,2.593,0.008
0422_05_mesh_21.ply,1268.101,837.715,15.638,13.739,13.860,
0422_05_mesh_22.ply,27.906,76.624,14.114,4.138,2.334,0.008
0422_05_mesh_23.ply,17.462,52.990,9.742,4.747,1.973,0.004
0422_05_mesh_24.ply,28.553,90.220,14.194,3.454,2.458,0.006
0422_05_mesh_25.ply,2.820,73.045,8.906,5.393,2.530,0.006
0422_05_mesh_26.ply,41.283,79.603,10.209,3.596,2.715,0.010
0422_05_mesh_27.ply,21.708,79.490,15.411,3.220,1.974,0.006
0422_05_mesh_28.ply,13.381,49.849,10.803,2.956,1.862,0.003
0422_05_mesh_29.ply,25.984,69.989,12.407,4.935,2.525,0.006
0422_05_mesh_3.ply,37.687,127.562,29.123,6.002,2.285,0.007
0422_05_mesh_30.ply,57.977,89.908,7.580,5.507,3.309,0.018
0422_05_mesh_31.ply,12.438,63.756,8.992,4.513,1.624,0.004
0422_05_mesh_4.ply,50.594,131.876,23.032,4.511,3.192,0.014
0422_05_mesh_5.ply,20.147,61.042,9.880,3.556,2.854,0.012
0422_05_mesh_6.ply,15.062,74.983,8.234,6.571,2.277,0.005
0422_05_mesh_7.ply,16.015,69.460,14.240,2.569,2.024,0.003
0422_05_mesh_8.ply,58.814,119.328,12.592,5.459,3.288,0.016
0422_05_mesh_9.ply,19.143,59.392,12.304,3.665,1.911,0.004
