File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0423_06_mesh_1.ply,209.738,429.279,53.063,10.015,6.886,0.064
0423_06_mesh_10.ply,123.426,261.220,34.188,13.624,2.888,0.055
0423_06_mesh_11.ply,78.509,119.482,10.895,4.178,3.710,0.028
0423_06_mesh_12.ply,79.245,153.298,11.764,6.392,3.621,0.024
0423_06_mesh_13.ply,1311.399,801.963,17.593,13.459,14.527,0.025
0423_06_mesh_14.ply,132.501,326.733,39.501,14.332,6.727,0.054
0423_06_mesh_15.ply,99.493,190.917,24.609,4.216,3.556,
0423_06_mesh_16.ply,56.704,141.688,15.726,4.713,3.128,0.014
0423_06_mesh_17.ply,224.581,278.378,24.946,7.568,5.843,0.073
0423_06_mesh_18.ply,48.450,133.152,14.624,5.602,2.875,0.020
0423_06_mesh_19.ply,150.308,296.771,33.795,5.998,5.539,0.064
0423_06_mesh_2.ply,138.453,309.849,35.284,9.330,6.879,0.034
0423_06_mesh_20.ply,215.851,362.874,35.712,12.538,6.998,0.064
0423_06_mesh_3.ply,1050.498,1326.949,91.183,34.478,10.106,0.327
0423_06_mesh_4.ply,1069.299,1445.126,113.713,28.202,8.816,0.640
0423_06_mesh_5.ply,246.556,341.107,28.094,7.919,4.913,0.073
0423_06_mesh_6.ply,216.407,485.027,73.475,17.710,4.851,0.070
0423_06_mesh_7.ply,73.998,209.844,24.605,6.579,4.963,0.030
0423_06_mesh_8.ply,184.070,295.368,30.966,9.694,4.087,0.052
0423_06_mesh_9.ply,146.214,231.896,19.076,5.853,4.354,0.048
