File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0423_18_mesh_1.ply,44.028,129.532,25.458,8.197,4.008,0.009
0423_18_mesh_10.ply,13.643,75.135,9.17,6.255,3.718,0.004
0423_18_mesh_11.ply,1359.77,775.926,14.634,13.733,15.125,
0423_18_mesh_12.ply,27.575,69.629,12.301,4.48,2.819,0.007
0423_18_mesh_13.ply,89.315,253.79,36.873,18.172,3.064,0.016
0423_18_mesh_14.ply,369.789,477.471,47.11,12.334,5.822,0.099
0423_18_mesh_15.ply,21.728,108.475,9.154,6.259,2.593,0.012
0423_18_mesh_16.ply,66.019,187.428,17.325,9.988,2.992,0.013
0423_18_mesh_17.ply,57.915,301.057,26.469,12.631,6.457,0.04
0423_18_mesh_18.ply,45.705,90.684,9.724,4.897,3.585,0.01
0423_18_mesh_19.ply,66.378,140.805,17.985,5.687,2.873,0.012
0423_18_mesh_2.ply,6.183,85.97,15.228,3.602,1.367,0.002
0423_18_mesh_20.ply,120.283,249.217,34.411,7.494,6.89,0.039
0423_18_mesh_21.ply,85.287,169.227,20.207,8.018,2.994,0.021
0423_18_mesh_22.ply,27.032,81.368,10.543,5.152,2.806,0.005
0423_18_mesh_23.ply,52.867,141.838,16.589,8.858,3.008,0.01
0423_18_mesh_24.ply,58.493,111.229,14.623,5.13,3.922,0.013
0423_18_mesh_25.ply,26.123,112.434,8.912,6.382,2.272,0.008
0423_18_mesh_26.ply,67.695,152.073,27.977,5.756,4.306,0.015
0423_18_mesh_27.ply,37.112,92.219,16.438,4.917,3.157,0.01
0423_18_mesh_28.ply,93.103,198.743,26.735,9.471,4.466,0.024
0423_18_mesh_29.ply,8.597,79.531,8.961,5.524,2.305,0.005
0423_18_mesh_3.ply,29.142,118.668,12.685,5.976,3.138,0.009
0423_18_mesh_30.ply,38.842,89.132,11.838,3.725,2.94,0.008
0423_18_mesh_31.ply,117.84,149.262,10.962,5.862,5.153,0.028
0423_18_mesh_32.ply,13.026,86.813,9.367,5.03,1.988,0.002
0423_18_mesh_33.ply,15.829,110.076,7.171,7.769,2.833,0.012
0423_18_mesh_34.ply,45.855,88.079,11.262,4.145,3.121,0.008
0423_18_mesh_35.ply,22.502,108.375,10.207,5.66,2.363,0.013
0423_18_mesh_36.ply,16.634,96.535,11.384,5.142,2.495,0.005
0423_18_mesh_4.ply,27.583,100.522,10.006,6.354,2.929,0.007
0423_18_mesh_5.ply,53.62,130.16,12.099,8.08,3.083,0.012
0423_18_mesh_6.ply,45.88,131.051,17.293,6.412,4.051,0.01
0423_18_mesh_7.ply,74.098,185.973,27.897,5.826,4.666,0.017
0423_18_mesh_8.ply,32.534,91.74,18.406,4.205,2.919,0.009
0423_18_mesh_9.ply,23.474,63.325,8.351,4.065,3.665,0.005
