File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0422_06_mesh_1.ply,4.503,57.547,10.439,1.854,2.918,0.005
0422_06_mesh_10.ply,21.354,65.971,7.951,4.311,2.598,0.001
0422_06_mesh_2.ply,7.665,46.661,5.726,4.955,1.437,0.003
0422_06_mesh_3.ply,4.411,45.229,7.611,1.468,3.022,0.001
0422_06_mesh_4.ply,1.941,63.771,10.706,1.068,3.21,0.001
0422_06_mesh_5.ply,1374.059,1101.912,15.367,16.288,13.917,
0422_06_mesh_6.ply,30.162,108.053,15.134,3.549,2.352,0.002
0422_06_mesh_7.ply,23.497,76.811,8.992,3.821,3.134,0.003
0422_06_mesh_8.ply,1.215,52.611,12.738,2.354,1.864,0.003
0422_06_mesh_9.ply,3.291,54.438,4.906,4.728,2.778,0.002
