File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0424_05_mesh_1.ply,2496.914,1412.009,47.193,12.259,10.240,0.733
0424_05_mesh_10.ply,770.219,898.803,50.723,25.141,24.487,0.226
0424_05_mesh_11.ply,1120.976,914.391,29.193,13.455,9.570,0.286
0424_05_mesh_2.ply,6545.396,3446.543,113.397,25.431,9.985,1.707
0424_05_mesh_3.ply,1323.936,1071.231,52.911,9.032,7.825,0.381
0424_05_mesh_4.ply,2031.730,1211.280,44.259,15.318,9.104,0.782
0424_05_mesh_5.ply,1253.862,820.615,14.940,15.652,13.823,
0424_05_mesh_6.ply,5990.054,2892.534,60.200,45.937,23.230,3.368
0424_05_mesh_7.ply,2.561,20.807,3.207,3.281,3.731,
0424_05_mesh_8.ply,435.103,697.049,57.745,10.950,4.465,0.103
0424_05_mesh_9.ply,478.541,434.733,23.723,6.912,7.007,0.140
