File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0424_08_mesh_1.ply,52.644,108.911,14.921,3.094,2.921,0.015
0424_08_mesh_10.ply,90.769,201.908,12.207,9.752,3.781,0.035
0424_08_mesh_11.ply,93.198,244.347,29.266,7.212,8.284,0.052
0424_08_mesh_12.ply,116.654,402.544,38.666,15.229,4.774,0.046
0424_08_mesh_13.ply,100.964,182.556,23.074,4.423,3.208,0.030
0424_08_mesh_14.ply,150.361,263.728,28.974,6.207,5.100,0.049
0424_08_mesh_15.ply,113.198,365.626,43.754,12.283,3.265,0.029
0424_08_mesh_16.ply,89.873,220.526,28.736,6.566,7.252,0.029
0424_08_mesh_17.ply,99.556,347.579,38.383,10.894,9.545,0.032
0424_08_mesh_18.ply,101.480,195.654,25.738,4.877,2.999,0.033
0424_08_mesh_19.ply,235.564,463.107,51.502,13.255,11.020,0.074
0424_08_mesh_2.ply,181.648,366.858,39.656,8.384,7.512,0.048
0424_08_mesh_20.ply,57.897,108.396,13.210,3.681,2.761,0.018
0424_08_mesh_21.ply,122.220,319.118,50.487,9.620,4.694,0.049
0424_08_mesh_22.ply,76.919,143.079,9.768,6.810,4.086,0.026
0424_08_mesh_23.ply,177.467,399.550,38.938,18.746,8.253,0.060
0424_08_mesh_24.ply,93.493,179.575,22.456,4.089,3.052,0.026
0424_08_mesh_25.ply,139.836,199.301,18.458,5.941,4.611,0.046
0424_08_mesh_3.ply,101.371,279.543,40.269,7.798,8.739,0.031
0424_08_mesh_4.ply,1178.597,977.731,14.794,18.159,14.590,
0424_08_mesh_5.ply,124.808,273.943,40.695,5.059,4.979,0.037
0424_08_mesh_6.ply,105.816,224.407,32.794,4.617,3.353,0.034
0424_08_mesh_7.ply,85.337,232.983,37.154,11.179,4.790,0.053
0424_08_mesh_8.ply,107.024,185.882,17.476,6.930,4.534,0.037
0424_08_mesh_9.ply,126.135,210.259,24.482,5.410,3.183,0.036
