File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0422_02_mesh_1.ply,351.755,1040.672,98.922,27.812,18.481,0.475
0422_02_mesh_10.ply,152.417,200.289,11.080,7.277,5.805,0.053
0422_02_mesh_11.ply,121.797,175.689,15.879,5.433,4.051,0.038
0422_02_mesh_12.ply,1137.460,697.160,15.176,12.109,13.313,
0422_02_mesh_13.ply,259.099,506.237,56.840,21.642,5.941,0.166
0422_02_mesh_14.ply,2270.341,1432.898,56.815,18.179,9.171,0.933
0422_02_mesh_15.ply,164.353,242.105,21.818,6.008,3.751,0.052
0422_02_mesh_16.ply,302.141,351.402,26.676,5.837,4.864,0.094
0422_02_mesh_17.ply,221.637,343.096,35.667,7.923,4.839,0.089
0422_02_mesh_18.ply,403.228,524.286,46.524,7.580,6.055,0.153
0422_02_mesh_2.ply,872.255,1016.994,58.828,22.970,20.582,0.279
0422_02_mesh_3.ply,513.285,666.434,57.209,12.891,7.163,0.158
0422_02_mesh_4.ply,62.759,115.019,8.264,6.443,4.524,0.034
0422_02_mesh_5.ply,230.871,273.141,22.217,5.037,5.106,0.084
0422_02_mesh_6.ply,448.535,381.477,17.414,9.467,6.221,0.133
0422_02_mesh_7.ply,385.265,530.305,52.806,5.931,4.346,0.137
0422_02_mesh_8.ply,302.017,253.658,8.709,8.177,7.871,0.088
0422_02_mesh_9.ply,104.531,259.514,24.593,17.224,8.810,0.067
