File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0424_07_mesh_1.ply,306.553,503.764,39.167,13.177,7.371,0.08
0424_07_mesh_10.ply,237.554,550.172,60.173,12.841,6.398,0.071
0424_07_mesh_11.ply,189.536,543.847,74.701,22.467,5.468,0.05
0424_07_mesh_12.ply,1116.072,1724.196,130.402,52.375,33.608,0.366
0424_07_mesh_13.ply,471.559,740.624,68.573,16.926,4.605,0.116
0424_07_mesh_2.ply,177.686,360.001,44.961,11.153,6.362,0.048
0424_07_mesh_3.ply,385.177,569.814,54.866,11.231,5.241,0.117
0424_07_mesh_4.ply,103.587,339.17,55.581,10.157,4.643,0.104
0424_07_mesh_5.ply,259.243,522.784,49.742,19.77,5.199,0.076
0424_07_mesh_6.ply,513.575,709.284,58.675,12.029,5.852,0.14
0424_07_mesh_7.ply,181.141,387.303,52.866,10.417,3.995,0.045
0424_07_mesh_8.ply,1248.489,957.673,14.279,15.68,15.0,
0424_07_mesh_9.ply,409.797,849.342,109.642,14.603,6.478,0.264
