File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0423_01_mesh_1.ply,76.778,113.315,10.086,5.668,3.805,0.023
0423_01_mesh_10.ply,15.458,74.762,12.033,4.428,2.285,0.007
0423_01_mesh_11.ply,10.792,101.239,8.326,7.631,2.498,0.005
0423_01_mesh_12.ply,3.424,39.354,5.757,3.519,2.221,0.005
0423_01_mesh_13.ply,7.661,47.07,15.231,4.582,1.488,0.001
0423_01_mesh_14.ply,9.957,43.853,6.297,3.629,2.3,0.006
0423_01_mesh_15.ply,10.223,37.521,8.119,2.641,1.568,0.001
0423_01_mesh_16.ply,17.077,50.216,8.977,2.953,1.847,0.001
0423_01_mesh_17.ply,13.405,53.55,10.087,2.944,1.665,0.003
0423_01_mesh_18.ply,18.62,62.603,12.912,3.888,1.636,0.007
0423_01_mesh_19.ply,15.313,47.179,9.529,2.548,1.685,0.001
0423_01_mesh_2.ply,22.307,86.257,17.555,7.614,2.06,0.001
0423_01_mesh_20.ply,4.691,39.097,11.025,2.077,1.968,0.006
0423_01_mesh_21.ply,10.372,41.97,9.553,3.447,1.684,0.005
0423_01_mesh_8.ply,13.506,47.122,6.757,5.061,1.472,0.001
0423_01_mesh_3.ply,11.593,45.149,6.756,4.064,2.065,0.001
0423_01_mesh_4.ply,1285.887,913.114,15.104,17.481,15.315,
0423_01_mesh_5.ply,11.582,48.386,13.453,3.014,2.019,0.007
0423_01_mesh_6.ply,24.419,161.414,14.968,6.323,2.395,0.003
0423_01_mesh_7.ply,4.918,42.532,7.772,3.876,1.144,0.001
0423_01_mesh_9.ply,13.878,35.333,4.62,3.268,2.89,0.001
