File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0423_23_mesh_1.ply,931.270,814.941,45.673,8.715,7.036,0.292
0423_23_mesh_10.ply,582.991,530.561,30.496,7.235,7.395,0.139
0423_23_mesh_11.ply,510.480,456.496,25.195,10.659,9.032,0.168
0423_23_mesh_12.ply,795.845,573.789,21.161,16.075,9.012,0.249
0423_23_mesh_13.ply,739.067,509.995,18.757,12.834,8.804,0.209
0423_23_mesh_14.ply,2323.705,1203.663,31.289,16.277,14.390,0.691
0423_23_mesh_15.ply,907.506,598.353,21.085,10.673,9.856,0.221
0423_23_mesh_16.ply,753.580,657.694,39.430,8.050,6.944,0.249
0423_23_mesh_17.ply,907.679,719.588,36.554,9.241,6.471,0.214
0423_23_mesh_18.ply,872.811,783.893,40.336,8.193,8.482,0.243
0423_23_mesh_2.ply,1277.308,1045.701,56.486,10.353,7.160,0.312
0423_23_mesh_3.ply,71.286,266.603,19.824,7.401,4.131,0.044
0423_23_mesh_4.ply,1217.287,908.048,39.892,9.986,7.093,0.290
0423_23_mesh_5.ply,1079.492,804.034,33.698,11.066,8.425,0.292
0423_23_mesh_6.ply,432.536,694.162,53.195,18.246,13.694,0.136
0423_23_mesh_7.ply,783.116,702.099,35.760,7.121,7.458,0.191
0423_23_mesh_8.ply,1726.338,1237.516,57.906,15.151,10.416,0.686
0423_23_mesh_9.ply,1251.469,742.005,14.972,14.918,13.527,
