File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0422_09_mesh_1.ply,56.036,267.199,57.792,8.044,5.512,0.086
0422_09_mesh_11.ply,1232.855,810.581,17.072,13.252,14.373,
0422_09_mesh_12.ply,372.951,464.522,42.846,8.317,6.892,0.117
0422_09_mesh_10.ply,44.784,166.654,29.792,9.183,2.582,0.042
0422_09_mesh_7.ply,80.676,183.396,26.531,5.365,2.46,0.025
0422_09_mesh_2.ply,591.459,1034.381,92.352,44.246,8.289,0.158
0422_09_mesh_3.ply,566.874,859.484,72.8,21.018,10.476,0.23
0422_09_mesh_4.ply,212.578,471.471,57.356,22.412,5.356,0.062
0422_09_mesh_5.ply,112.262,252.715,21.524,4.703,3.521,0.047
0422_09_mesh_6.ply,98.31,274.233,47.465,6.482,6.562,0.042
0422_09_mesh_8.ply,151.689,274.236,36.968,6.826,4.136,0.05
0422_09_mesh_9.ply,160.397,318.131,40.309,9.622,6.797,0.053
