File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0423_10_mesh_1.ply,115.470,230.702,27.223,9.427,5.098,0.037
0423_10_mesh_10.ply,79.254,106.174,9.026,5.388,4.390,0.023
0423_10_mesh_11.ply,314.070,561.937,67.118,12.940,6.593,0.100
0423_10_mesh_12.ply,48.422,107.383,14.474,7.074,5.913,0.016
0423_10_mesh_13.ply,161.698,230.594,19.798,5.626,4.054,0.049
0423_10_mesh_14.ply,614.833,1023.650,75.925,40.058,16.979,0.217
0423_10_mesh_15.ply,62.354,139.862,13.576,6.285,2.259,0.008
0423_10_mesh_16.ply,118.051,151.485,8.388,6.543,5.528,0.034
0423_10_mesh_17.ply,34.888,87.887,10.488,4.472,2.279,0.118
0423_10_mesh_18.ply,135.848,297.335,34.703,15.950,6.021,0.044
0423_10_mesh_19.ply,1297.733,777.790,14.353,12.963,14.943,
0423_10_mesh_2.ply,124.136,200.622,20.237,5.235,3.924,0.038
0423_10_mesh_3.ply,58.499,131.938,8.802,7.843,3.244,0.015
0423_10_mesh_4.ply,150.478,220.665,13.860,11.037,7.190,0.043
0423_10_mesh_5.ply,332.068,708.272,88.649,42.458,10.468,0.091
0423_10_mesh_6.ply,291.296,431.124,41.178,7.771,4.459,0.077
0423_10_mesh_7.ply,446.238,652.774,60.674,18.113,5.333,0.106
0423_10_mesh_8.ply,56.454,129.052,23.793,4.624,7.609,0.019
0423_10_mesh_9.ply,166.102,262.516,29.094,5.062,4.069,0.052
