File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0424_01_mesh_1.ply,1182.81,803.404,17.55,13.658,13.472,
0424_01_mesh_10.ply,1996.426,1282.061,53.491,11.149,10.515,0.581
0424_01_mesh_11.ply,1196.414,761.983,32.871,9.487,8.441,0.341
0424_01_mesh_12.ply,2454.869,1975.692,73.835,25.577,11.747,0.72
0424_01_mesh_13.ply,4123.931,2082.296,66.27,18.262,10.75,1.125
0424_01_mesh_2.ply,481.917,515.805,32.538,8.359,6.172,0.166
0424_01_mesh_3.ply,571.241,578.69,33.596,7.353,6.861,0.15
0424_01_mesh_4.ply,495.346,722.127,55.754,6.737,5.303,0.129
0424_01_mesh_5.ply,443.875,583.792,50.839,6.726,4.525,0.11
0424_01_mesh_6.ply,511.943,695.303,55.203,8.398,6.127,0.148
0424_01_mesh_7.ply,442.064,701.747,68.24,16.707,8.105,0.187
0424_01_mesh_8.ply,3270.831,1946.829,67.671,26.945,11.951,1.336
0424_01_mesh_9.ply,815.201,704.402,33.888,10.119,7.256,0.217
