File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0423_16_mesh_1.ply,415.155,589.452,32.156,11.405,5.782,0.111
0423_16_mesh_10.ply,271.061,411.584,40.126,5.066,4.587,0.071
0423_16_mesh_11.ply,167.143,382.452,41.096,12.926,11.931,0.043
0423_16_mesh_12.ply,519.604,798.487,68.844,22.167,6.742,0.227
0423_16_mesh_13.ply,401.735,436.767,26.880,8.412,5.923,0.125
0423_16_mesh_14.ply,364.696,686.342,79.854,9.606,5.491,0.110
0423_16_mesh_2.ply,1198.884,861.543,18.359,12.743,13.866,
0423_16_mesh_3.ply,254.240,434.447,37.153,7.478,7.638,0.062
0423_16_mesh_4.ply,237.405,729.363,92.110,15.962,6.577,0.231
0423_16_mesh_5.ply,426.877,477.856,24.817,9.167,8.349,0.131
0423_16_mesh_6.ply,351.592,488.833,33.970,13.436,7.655,0.107
0423_16_mesh_7.ply,259.885,423.449,39.561,11.847,6.692,0.095
0423_16_mesh_8.ply,506.353,1203.580,140.165,16.596,9.705,0.469
0423_16_mesh_9.ply,236.538,427.681,43.071,8.687,7.274,0.066
