File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0524_19_mesh_1.ply,20.19,86.398,13.583,3.403,2.624,0.014
0524_19_mesh_10.ply,115.318,197.443,14.078,7.097,4.264,0.032
0524_19_mesh_11.ply,47.405,98.941,6.711,8.118,3.622,0.013
0524_19_mesh_12.ply,221.234,465.122,60.413,7.952,4.997,0.056
0524_19_mesh_13.ply,1273.584,738.259,13.774,12.33,14.345,
0524_19_mesh_14.ply,51.052,94.675,11.16,4.333,3.094,0.011
0524_19_mesh_15.ply,366.007,346.543,22.198,6.299,5.43,0.108
0524_19_mesh_16.ply,45.636,91.739,10.666,3.445,2.541,0.012
0524_19_mesh_17.ply,281.796,362.898,26.484,8.318,5.999,0.091
0524_19_mesh_18.ply,22.514,99.87,9.777,6.943,2.228,0.01
0524_19_mesh_19.ply,668.579,523.944,23.731,8.764,7.922,0.212
0524_19_mesh_2.ply,51.005,110.998,14.279,5.77,3.477,0.014
0524_19_mesh_20.ply,4.34,115.928,13.075,5.904,1.695,0.015
0524_19_mesh_3.ply,272.799,376.508,34.739,7.808,5.787,0.085
0524_19_mesh_4.ply,67.19,129.817,13.555,4.66,3.335,0.023
0524_19_mesh_5.ply,55.326,118.265,11.365,5.309,3.585,0.015
0524_19_mesh_6.ply,51.679,86.118,7.547,4.098,4.004,0.015
0524_19_mesh_7.ply,714.527,915.541,61.353,30.933,6.828,0.222
0524_19_mesh_8.ply,17.798,92.626,8.415,8.866,2.143,0.01
0524_19_mesh_9.ply,580.24,528.36,27.268,7.262,6.616,0.145
