File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0526_12_mesh_1.ply,40.457,138.834,10.702,7.923,3.42,0.015
0526_12_mesh_10.ply,203.448,214.0,13.681,6.64,6.668,0.064
0526_12_mesh_12.ply,17.197,139.716,16.414,10.337,2.201,0.014
0526_12_mesh_13.ply,206.852,240.041,19.33,5.326,4.622,0.062
0526_12_mesh_14.ply,337.163,368.028,20.677,5.731,5.47,0.064
0526_12_mesh_15.ply,7.544,58.844,6.031,6.398,2.323,0.008
0526_12_mesh_11.ply,254.675,306.944,22.036,8.987,5.464,0.089
0526_12_mesh_2.ply,107.78,239.53,17.727,8.591,4.27,0.027
0526_12_mesh_3.ply,62.94,97.168,8.853,4.842,3.415,0.017
0526_12_mesh_4.ply,67.077,124.024,13.579,4.292,4.982,0.018
0526_12_mesh_5.ply,11.678,93.822,10.05,5.032,3.588,0.022
0526_12_mesh_6.ply,24.269,120.691,8.238,7.347,3.785,0.012
0526_12_mesh_7.ply,83.245,162.007,18.413,6.09,2.814,0.024
0526_12_mesh_8.ply,144.426,222.066,17.181,10.789,4.856,0.051
0526_12_mesh_9.ply,1274.91,970.591,18.888,15.934,13.401,
