File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0524_21_mesh_1.ply,213.799,276.299,19.144,5.243,4.642,0.053
0524_21_mesh_10.ply,269.715,318.216,18.493,8.001,5.715,0.054
0524_21_mesh_11.ply,1516.288,872.233,33.725,14.094,12.182,0.466
0524_21_mesh_12.ply,1273.815,859.931,34.52,12.228,12.401,0.337
0524_21_mesh_13.ply,348.516,387.025,24.595,8.3,5.902,0.077
0524_21_mesh_14.ply,302.438,395.635,32.438,7.262,4.957,0.08
0524_21_mesh_15.ply,532.057,699.45,40.268,14.485,6.001,0.138
0524_21_mesh_16.ply,685.57,682.122,39.729,8.259,6.45,0.433
0524_21_mesh_2.ply,1450.216,968.723,34.629,17.775,8.846,0.334
0524_21_mesh_3.ply,2370.118,1299.775,46.106,12.713,12.106,0.748
0524_21_mesh_4.ply,1582.605,959.157,33.77,10.822,10.855,0.438
0524_21_mesh_5.ply,435.45,502.402,32.394,13.233,7.64,0.114
0524_21_mesh_6.ply,806.721,719.755,37.991,12.553,8.486,0.254
0524_21_mesh_7.ply,403.88,381.357,19.776,7.454,6.334,0.071
0524_21_mesh_8.ply,1280.527,869.726,17.709,13.146,14.194,
0524_21_mesh_9.ply,529.791,547.515,31.73,20.847,8.903,0.138
