File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0526_08_mesh_1.ply,1113.23,1015.615,41.009,13.229,7.97,0.287
0526_08_mesh_10.ply,2513.985,1852.868,98.88,19.915,12.898,0.713
0526_08_mesh_2.ply,712.935,583.881,23.215,12.166,7.098,0.261
0526_08_mesh_3.ply,1219.393,810.456,33.163,9.756,8.878,0.358
0526_08_mesh_4.ply,1779.586,1203.062,54.091,8.555,8.144,0.534
0526_08_mesh_5.ply,1821.345,1183.133,36.813,15.124,9.693,0.619
0526_08_mesh_6.ply,965.204,637.27,23.146,14.302,8.767,0.302
0526_08_mesh_7.ply,1270.893,885.372,45.526,9.6,8.565,0.4
0526_08_mesh_8.ply,1140.41,1078.777,66.027,16.798,8.512,0.368
0526_08_mesh_9.ply,1258.649,773.421,15.65,14.584,13.354,
