File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0524_15_mesh_1.ply,143.64,199.674,16.459,4.677,4.667,0.039
0524_15_mesh_10.ply,681.963,1075.115,53.857,29.025,10.372,0.342
0524_15_mesh_11.ply,5851.307,2643.31,69.08,29.654,11.788,1.439
0524_15_mesh_12.ply,161.362,252.56,17.786,6.719,5.547,0.062
0524_15_mesh_6.ply,122.357,187.633,12.748,5.64,4.396,0.035
0524_15_mesh_2.ply,3015.423,1549.654,46.183,11.089,11.063,0.683
0524_15_mesh_3.ply,204.675,501.077,44.245,12.057,5.094,0.066
0524_15_mesh_4.ply,997.649,1190.618,87.757,22.292,9.47,0.272
0524_15_mesh_5.ply,1259.937,857.71,14.787,12.076,13.575,
0524_15_mesh_7.ply,99.161,186.862,20.857,8.44,5.851,0.028
0524_15_mesh_8.ply,83.484,172.426,14.103,5.797,3.953,0.028
0524_15_mesh_9.ply,513.57,476.379,25.643,7.091,6.966,0.15
