File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0526_02_mesh_1.ply,53.917,192.169,16.517,6.056,4.802,0.02
0526_02_mesh_10.ply,1210.275,778.737,15.852,13.739,13.816,
0526_02_mesh_11.ply,140.066,300.443,28.105,8.181,4.021,0.036
0526_02_mesh_12.ply,50.45,127.268,21.736,5.571,3.324,0.013
0526_02_mesh_2.ply,75.053,136.315,8.949,9.83,4.78,0.02
0526_02_mesh_3.ply,136.48,256.414,25.679,8.933,5.001,0.039
0526_02_mesh_4.ply,127.492,168.117,9.515,6.814,5.762,0.036
0526_02_mesh_5.ply,5407.252,2864.77,93.092,13.997,13.473,0.1461
0526_02_mesh_6.ply,70.284,143.185,14.083,6.05,4.406,0.02
0526_02_mesh_7.ply,759.087,1040.116,71.186,38.525,15.244,0.212
0526_02_mesh_8.ply,45.108,100.643,14.363,6.707,2.857,0.015
0526_02_mesh_9.ply,27.807,127.583,12.241,7.598,1.941,0.011
