File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0827_14_mesh_1.ply,37.994,872.507,50.124,11.774,3.814,
0827_14_mesh_10.ply,156.567,582.342,29.964,8.610,5.929,
0827_14_mesh_11.ply,286.734,817.954,25.781,19.289,9.175,
0827_14_mesh_12.ply,53.434,570.390,27.680,13.123,4.858,
0827_14_mesh_13.ply,805.687,2014.675,50.130,23.128,15.453,
0827_14_mesh_14.ply,30.346,202.151,16.327,8.238,4.598,
0827_14_mesh_15.ply,147.730,294.724,24.569,6.220,3.910,
0827_14_mesh_16.ply,253.560,310.704,15.582,10.491,3.523,
0827_14_mesh_17.ply,16.590,291.524,18.586,9.053,3.314,
0827_14_mesh_2.ply,230.355,501.513,19.024,12.333,10.545,
0827_14_mesh_3.ply,154.769,601.775,21.716,15.597,6.888,
0827_14_mesh_4.ply,62.726,1138.972,57.989,12.880,2.575,
0827_14_mesh_5.ply,43.922,372.719,26.519,9.187,2.502,
0827_14_mesh_6.ply,153.184,574.186,23.114,13.961,6.800,
0827_14_mesh_7.ply,319.447,1005.159,47.297,14.624,6.613,
0827_14_mesh_8.ply,7.429,317.439,27.689,7.253,4.228,
0827_14_mesh_9.ply,60.696,292.481,15.738,9.275,5.932,
