File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0827_12_mesh_1.ply,129.432,828.269,33.834,16.071,6.684,
0827_12_mesh_10.ply,169.534,596.972,19.714,16.368,11.438,
0827_12_mesh_11.ply,267.428,830.307,33.647,11.929,6.452,
0827_12_mesh_12.ply,222.156,645.960,41.471,10.165,3.008,
0827_12_mesh_13.ply,130.042,839.998,44.216,10.917,6.609,
0827_12_mesh_2.ply,315.575,1260.274,44.338,21.016,7.394,
0827_12_mesh_3.ply,258.374,805.239,31.595,10.956,7.167,
0827_12_mesh_4.ply,188.866,497.027,24.220,13.814,5.574,
0827_12_mesh_5.ply,144.420,388.032,15.859,13.972,4.717,
0827_12_mesh_6.ply,629.202,1698.616,59.000,19.112,12.763,
0827_12_mesh_7.ply,356.842,885.961,27.914,19.727,2.850,
0827_12_mesh_8.ply,122.281,1083.983,47.483,12.308,7.004,
0827_12_mesh_9.ply,138.224,809.820,58.266,11.539,6.618,
