File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0827_13_mesh_1.ply,7.289,1529.525,73.805,13.431,6.886,
0827_13_mesh_10.ply,52.918,967.204,47.832,11.049,4.556,
0827_13_mesh_11.ply,307.586,740.213,25.149,14.335,5.240,
0827_13_mesh_12.ply,112.275,501.155,18.109,15.052,4.206,
0827_13_mesh_13.ply,213.876,528.147,27.046,11.951,4.422,
0827_13_mesh_14.ply,64.318,443.643,30.782,7.481,4.611,
0827_13_mesh_15.ply,53.128,463.593,23.204,10.439,4.932,
0827_13_mesh_16.ply,308.170,457.564,21.003,16.085,3.289,
0827_13_mesh_17.ply,210.531,451.111,12.756,11.871,12.539,
0827_13_mesh_2.ply,74.370,666.365,38.773,13.269,3.586,
0827_13_mesh_3.ply,122.560,454.575,25.535,14.240,3.693,
0827_13_mesh_4.ply,139.526,407.330,17.273,14.729,4.521,
0827_13_mesh_5.ply,4.647,1155.574,55.005,12.839,7.164,
0827_13_mesh_6.ply,99.253,493.785,19.993,17.647,4.804,
0827_13_mesh_7.ply,161.207,753.842,22.712,16.947,8.647,
0827_13_mesh_8.ply,241.469,451.465,21.100,11.665,5.340,
0827_13_mesh_9.ply,54.314,550.788,21.088,15.091,4.273,
