File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0827_04_mesh_1.ply,248.972,993.330,36.126,21.338,7.071,
0827_04_mesh_10.ply,89.546,529.690,23.075,12.152,3.936,
0827_04_mesh_11.ply,236.449,576.553,35.517,11.457,5.452,
0827_04_mesh_12.ply,166.670,466.512,18.815,13.825,6.959,
0827_04_mesh_13.ply,217.368,884.645,36.863,15.956,7.283,
0827_04_mesh_2.ply,805.130,1246.511,32.163,20.564,8.996,
0827_04_mesh_3.ply,818.048,1607.777,55.474,16.782,14.685,
0827_04_mesh_4.ply,262.066,789.927,34.796,12.710,4.999,
0827_04_mesh_5.ply,448.536,440.292,19.413,12.675,4.791,
0827_04_mesh_6.ply,1365.666,3286.291,91.211,24.146,14.023,
0827_04_mesh_7.ply,317.603,513.626,38.247,15.032,6.512,
0827_04_mesh_8.ply,601.868,1204.069,44.170,17.254,7.361,
0827_04_mesh_9.ply,66.501,525.064,29.128,13.240,2.402,
