File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0827_03_mesh_1.ply,315.817,867.737,44.417,16.380,5.255,
0827_03_mesh_10.ply,1381.243,1911.568,74.532,24.104,14.725,
0827_03_mesh_11.ply,49.863,1782.556,51.598,24.199,8.779,
0827_03_mesh_12.ply,267.761,1469.687,33.410,25.886,11.033,
0827_03_mesh_2.ply,486.143,898.185,28.491,14.202,9.315,
0827_03_mesh_3.ply,134.270,782.173,38.002,12.697,6.695,
0827_03_mesh_4.ply,660.158,2332.837,81.715,18.468,12.489,
0827_03_mesh_5.ply,8.777,776.353,29.235,13.568,4.124,
0827_03_mesh_6.ply,218.083,941.913,26.974,14.178,7.937,
0827_03_mesh_7.ply,65.757,216.651,14.169,9.097,2.068,
0827_03_mesh_8.ply,156.962,779.680,28.501,15.225,5.233,
0827_03_mesh_9.ply,103.123,646.054,25.891,18.778,4.641,
