File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
S12_mesh_1.ply,76.124,666.297,29.534,17.850,7.221,0.041
S12_mesh_2.ply,340.191,2084.802,50.079,19.504,24.865,0.203
S12_mesh_3.ply,1814.257,3924.088,67.374,23.562,24.292,0.388
S12_mesh_4.ply,2222.280,4077.350,66.503,42.032,13.192,0.280
