File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
S20e_mesh_1.ply,283.741,1045.503,44.717,20.845,8.452,0.038
S20e_mesh_2.ply,12.743,569.648,37.992,10.655,8.052,0.014
S20e_mesh_3.ply,559.063,1966.433,54.353,26.572,18.157,0.048
S20e_mesh_4.ply,1290.936,2098.059,55.838,29.858,19.086,0.118
S20e_mesh_5.ply,1593.042,2039.546,48.924,20.323,24.548,0.086
S20e_mesh_6.ply,1776.327,2150.249,76.258,18.708,14.993,0.092
