File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
S16b_mesh_1.ply,183.233,1298.060,50.991,18.110,8.582,0.068
S16b_mesh_2.ply,7142.160,5479.137,83.606,43.449,23.730,0.314
S16b_mesh_3.ply,3809.326,5364.273,82.292,50.138,24.653,0.282
S16b_mesh_4.ply,126.978,1415.483,61.894,15.362,13.334,0.056
S16b_mesh_5.ply,62.303,329.852,32.635,8.928,7.802,0.009
