File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
S17a_mesh_1.ply,774.569,2424.941,88.396,27.004,16.863,0.158
S17a_mesh_2.ply,3274.517,3167.211,88.393,27.617,17.277,0.219
S17a_mesh_3.ply,6381.042,6644.635,110.670,46.780,24.024,0.470
S17a_mesh_4.ply,503.417,2314.571,76.972,19.209,18.947,0.120
S17a_mesh_5.ply,158.284,436.303,31.187,15.182,11.606,0.021
