File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_05_mesh_1.ply,205.430,619.853,31.346,9.938,5.456,
0824_05_mesh_10.ply,1577.745,1522.304,42.673,21.999,7.665,
0824_05_mesh_11.ply,1294.823,995.773,32.778,15.511,6.098,
0824_05_mesh_12.ply,413.448,747.399,21.643,17.049,8.622,
0824_05_mesh_13.ply,784.084,790.698,27.990,18.970,6.197,
0824_05_mesh_2.ply,241.351,1581.250,54.372,12.980,8.292,
0824_05_mesh_3.ply,1116.123,1407.437,30.691,25.550,8.622,
0824_05_mesh_4.ply,1458.051,1524.187,41.132,26.758,10.992,
0824_05_mesh_5.ply,946.185,1421.552,39.301,23.825,11.304,
0824_05_mesh_6.ply,1813.511,1237.063,38.828,19.694,8.569,
0824_05_mesh_7.ply,693.151,675.476,26.812,19.278,6.088,
0824_05_mesh_8.ply,36.095,400.565,19.267,10.754,5.206,
0824_05_mesh_9.ply,668.396,699.275,29.361,12.568,6.771,
