File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_06_mesh_1.ply,261.324,644.583,26.440,15.747,7.531,
0824_06_mesh_10.ply,194.840,475.201,20.312,12.593,6.726,
0824_06_mesh_11.ply,272.662,673.481,34.392,10.483,7.216,
0824_06_mesh_12.ply,415.477,718.341,22.714,15.769,6.606,
0824_06_mesh_13.ply,229.464,927.876,51.549,14.860,8.641,
0824_06_mesh_14.ply,141.487,566.279,29.343,10.157,4.202,
0824_06_mesh_15.ply,78.134,301.967,18.347,8.888,5.057,
0824_06_mesh_16.ply,251.388,707.163,24.302,10.980,8.156,
0824_06_mesh_17.ply,202.431,496.151,20.073,16.156,5.871,
0824_06_mesh_18.ply,359.609,817.854,29.601,15.160,6.617,
0824_06_mesh_19.ply,10.707,451.014,25.684,10.654,3.845,
0824_06_mesh_2.ply,156.851,430.711,20.753,14.353,2.210,
0824_06_mesh_3.ply,203.984,576.452,39.326,12.778,7.540,
0824_06_mesh_4.ply,155.947,642.578,41.528,8.165,4.422,
0824_06_mesh_5.ply,377.944,612.329,31.105,11.541,5.541,
0824_06_mesh_6.ply,173.429,584.633,24.354,11.814,8.982,
0824_06_mesh_7.ply,129.474,707.013,28.723,12.899,5.955,
0824_06_mesh_8.ply,122.338,423.494,34.267,7.307,6.144,
0824_06_mesh_9.ply,311.494,508.973,35.154,8.481,4.695,
