File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_04_mesh_1.ply,1521.123,2281.232,65.436,16.803,13.906,
0825_04_mesh_10.ply,172.707,636.271,26.822,21.313,4.244,
0825_04_mesh_11.ply,3061.358,2285.418,55.529,21.531,16.980,
0825_04_mesh_2.ply,227.446,732.958,35.406,11.635,4.758,
0825_04_mesh_3.ply,281.212,936.017,35.485,17.064,9.008,
0825_04_mesh_4.ply,846.136,1974.046,49.735,24.728,11.379,
0825_04_mesh_5.ply,529.827,1305.866,40.380,17.283,11.023,
0825_04_mesh_6.ply,144.172,401.171,17.258,14.670,7.604,
0825_04_mesh_7.ply,24.957,1410.419,45.585,14.474,10.384,
0825_04_mesh_8.ply,653.714,1072.643,59.870,13.482,7.982,
0825_04_mesh_9.ply,811.654,2951.200,42.800,21.416,17.612,
