File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_11_mesh_1.ply,343.396,1034.598,41.915,12.857,8.606,
0825_11_mesh_10.ply,223.964,659.465,24.030,14.045,11.001,
0825_11_mesh_11.ply,290.141,782.019,36.243,10.277,6.641,
0825_11_mesh_12.ply,153.856,463.685,35.021,8.727,7.270,
0825_11_mesh_13.ply,84.260,559.839,24.818,16.251,3.985,
0825_11_mesh_14.ply,426.057,793.140,17.272,16.804,10.334,
0825_11_mesh_15.ply,328.515,712.994,24.130,18.193,11.401,
0825_11_mesh_2.ply,12.117,588.892,20.908,18.286,7.153,
0825_11_mesh_3.ply,296.301,645.523,29.997,13.478,7.675,
0825_11_mesh_4.ply,227.851,622.599,18.962,14.540,8.699,
0825_11_mesh_5.ply,156.150,612.818,19.957,14.720,9.809,
0825_11_mesh_6.ply,356.812,819.014,30.260,13.881,14.041,
0825_11_mesh_7.ply,465.142,600.771,23.753,16.611,4.029,
0825_11_mesh_8.ply,1044.368,1957.480,36.501,19.235,11.302,
0825_11_mesh_9.ply,845.433,1718.240,53.557,15.081,11.210,
