File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_02_mesh_1.ply,241.085,1257.992,43.829,21.777,2.778,
0825_02_mesh_10.ply,3.198,22.047,5.622,3.358,0.878,
0825_02_mesh_2.ply,1170.527,1777.814,53.204,14.775,18.379,
0825_02_mesh_3.ply,299.225,568.442,43.971,10.972,4.275,
0825_02_mesh_4.ply,672.100,1367.350,77.233,25.537,8.860,
0825_02_mesh_5.ply,410.141,1902.282,58.261,13.720,12.007,
0825_02_mesh_6.ply,704.999,1305.355,47.744,19.609,7.716,
0825_02_mesh_7.ply,367.189,2850.670,72.015,24.303,12.861,
0825_02_mesh_8.ply,2066.541,3702.069,67.361,30.188,18.924,
0825_02_mesh_9.ply,567.873,1666.999,69.527,18.499,13.996,
