File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_23_mesh_1.ply,122.638,308.494,25.952,7.627,4.176,
0824_23_mesh_10.ply,50.648,167.235,18.756,5.279,2.011,
0824_23_mesh_11.ply,87.331,284.524,24.967,7.988,2.837,
0824_23_mesh_12.ply,52.744,198.859,13.743,10.898,2.420,
0824_23_mesh_13.ply,121.630,457.093,23.719,13.676,4.423,
0824_23_mesh_14.ply,78.634,287.413,18.151,9.621,2.257,
0824_23_mesh_15.ply,23.821,146.063,12.360,6.802,1.564,
0824_23_mesh_16.ply,175.431,208.815,12.257,8.171,4.885,
0824_23_mesh_2.ply,75.583,233.520,19.283,8.044,2.230,
0824_23_mesh_3.ply,129.851,327.945,18.062,12.935,3.739,
0824_23_mesh_4.ply,131.726,358.166,25.704,9.519,2.682,
0824_23_mesh_5.ply,90.105,216.415,18.061,8.446,3.130,
0824_23_mesh_6.ply,12.188,274.610,26.895,6.759,2.351,
0824_23_mesh_7.ply,91.676,211.915,21.802,5.209,3.110,
0824_23_mesh_8.ply,104.826,279.711,23.996,7.526,3.426,
0824_23_mesh_9.ply,87.606,206.174,15.022,8.559,2.554,
