File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_16_mesh_1.ply,235.033,1993.997,61.453,18.720,6.388,
0824_16_mesh_10.ply,409.681,892.328,23.268,17.497,12.353,
0824_16_mesh_11.ply,486.931,1352.415,32.006,16.264,10.261,
0824_16_mesh_12.ply,436.876,1105.425,37.502,18.244,6.197,
0824_16_mesh_13.ply,461.588,580.455,24.036,13.494,5.802,
0824_16_mesh_14.ply,435.329,913.097,27.327,14.073,12.942,
0824_16_mesh_15.ply,373.954,804.570,21.559,19.917,11.164,
0824_16_mesh_16.ply,215.455,694.094,22.878,16.548,8.456,
0824_16_mesh_17.ply,200.987,522.397,18.970,13.723,7.375,
0824_16_mesh_2.ply,286.503,759.880,23.640,18.992,5.833,
0824_16_mesh_3.ply,752.536,1108.248,34.608,23.211,4.406,
0824_16_mesh_4.ply,300.320,908.837,18.349,20.321,10.438,
0824_16_mesh_5.ply,429.600,545.039,31.837,10.228,4.269,
0824_16_mesh_6.ply,752.982,1517.277,48.726,19.811,12.404,
0824_16_mesh_7.ply,248.314,391.634,17.557,15.420,4.479,
0824_16_mesh_8.ply,83.741,815.171,40.393,11.762,3.774,
0824_16_mesh_9.ply,142.871,557.881,25.339,11.267,5.876,
