File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_18_mesh_1.ply,702.507,1531.125,39.928,20.872,5.931,
0824_18_mesh_10.ply,308.209,525.258,21.141,17.912,6.391,
0824_18_mesh_11.ply,240.990,590.833,39.197,5.859,4.894,
0824_18_mesh_12.ply,134.013,557.153,20.622,17.704,4.626,
0824_18_mesh_13.ply,347.515,736.047,32.312,8.630,5.333,
0824_18_mesh_14.ply,352.536,870.967,32.824,19.019,6.099,
0824_18_mesh_15.ply,10.305,488.612,21.256,15.462,4.110,
0824_18_mesh_16.ply,515.621,625.765,22.707,20.089,4.268,
0824_18_mesh_17.ply,129.705,781.549,25.991,15.695,5.262,
0824_18_mesh_18.ply,246.090,461.949,19.196,14.624,3.503,
0824_18_mesh_19.ply,76.297,537.940,18.055,16.805,7.531,
0824_18_mesh_2.ply,226.043,911.194,26.349,20.453,5.295,
0824_18_mesh_3.ply,140.080,514.000,30.182,10.322,4.226,
0824_18_mesh_4.ply,126.944,461.611,17.056,14.206,7.272,
0824_18_mesh_5.ply,816.797,1029.066,47.717,13.868,6.692,
0824_18_mesh_6.ply,258.533,589.682,17.813,12.654,8.463,
0824_18_mesh_7.ply,227.616,546.055,20.886,15.826,9.984,
0824_18_mesh_8.ply,76.050,511.114,39.431,8.723,2.542,
0824_18_mesh_9.ply,291.826,828.288,28.972,18.161,7.066,
