File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_12_mesh_1.ply,273.395,718.555,28.051,16.578,5.957,
0824_12_mesh_10.ply,35.916,2163.605,66.758,14.817,8.424,
0824_12_mesh_11.ply,436.073,646.874,19.137,20.096,6.215,
0824_12_mesh_12.ply,687.697,1074.622,32.889,24.740,5.746,
0824_12_mesh_13.ply,864.529,2335.372,61.799,20.267,14.130,
0824_12_mesh_14.ply,390.169,932.284,28.619,20.891,11.843,
0824_12_mesh_2.ply,2380.712,2209.630,56.681,27.885,15.378,
0824_12_mesh_3.ply,923.349,1186.059,46.322,17.564,6.499,
0824_12_mesh_4.ply,258.213,850.887,28.745,19.296,5.263,
0824_12_mesh_5.ply,319.926,582.681,19.935,18.873,3.647,
0824_12_mesh_6.ply,206.845,1043.800,24.577,21.582,10.084,
0824_12_mesh_7.ply,212.689,953.762,34.755,19.054,6.422,
0824_12_mesh_8.ply,572.073,1134.672,24.969,22.588,9.806,
0824_12_mesh_9.ply,90.746,734.096,32.423,12.342,5.230,
