File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_21_mesh_1.ply,316.446,517.997,20.366,17.520,3.888,
0824_21_mesh_10.ply,131.671,376.056,35.424,8.357,3.649,
0824_21_mesh_11.ply,572.018,603.367,18.052,14.335,5.776,
0824_21_mesh_12.ply,66.474,424.286,27.532,11.907,6.518,
0824_21_mesh_13.ply,172.904,331.785,14.887,9.536,5.743,
0824_21_mesh_14.ply,160.541,350.356,19.102,9.645,3.316,
0824_21_mesh_15.ply,162.329,394.047,18.220,16.805,2.739,
0824_21_mesh_16.ply,86.993,289.389,16.030,12.961,3.407,
0824_21_mesh_17.ply,216.691,567.360,28.692,10.183,4.557,
0824_21_mesh_18.ply,127.240,327.563,14.018,8.760,4.456,
0824_21_mesh_19.ply,35.794,314.269,26.376,8.290,1.896,
0824_21_mesh_2.ply,11.077,277.240,13.584,11.801,4.922,
0824_21_mesh_20.ply,335.453,489.385,22.411,13.862,6.607,
0824_21_mesh_21.ply,195.341,399.896,21.182,10.688,3.501,
0824_21_mesh_22.ply,167.620,453.138,25.573,14.554,4.090,
0824_21_mesh_23.ply,309.583,402.395,17.822,13.259,3.544,
0824_21_mesh_24.ply,151.754,280.784,17.768,8.604,3.151,
0824_21_mesh_25.ply,66.407,654.240,34.302,12.386,4.077,
0824_21_mesh_26.ply,320.220,456.227,21.407,15.009,3.347,
0824_21_mesh_27.ply,317.381,422.423,19.228,15.065,3.769,
0824_21_mesh_3.ply,105.883,201.951,16.025,7.013,2.810,
0824_21_mesh_4.ply,290.958,609.103,27.514,13.570,8.079,
0824_21_mesh_5.ply,103.278,186.728,11.892,8.772,2.750,
0824_21_mesh_6.ply,145.469,604.608,23.808,16.222,8.629,
0824_21_mesh_7.ply,159.392,290.091,17.820,10.850,3.216,
0824_21_mesh_8.ply,252.268,389.499,20.222,12.193,5.434,
0824_21_mesh_9.ply,138.318,373.068,22.668,9.880,5.954,
