File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_19_mesh_1.ply,190.964,645.128,28.848,24.571,3.006,
0824_19_mesh_10.ply,121.487,560.189,29.923,10.645,5.142,
0824_19_mesh_11.ply,158.639,247.386,12.291,10.241,3.301,
0824_19_mesh_12.ply,314.782,425.925,20.928,11.477,4.391,
0824_19_mesh_13.ply,222.203,312.218,19.143,10.730,4.080,
0824_19_mesh_14.ply,98.700,280.861,16.437,9.027,6.232,
0824_19_mesh_15.ply,109.037,309.102,17.099,11.172,5.152,
0824_19_mesh_16.ply,67.065,232.931,20.467,5.949,3.980,
0824_19_mesh_17.ply,451.232,765.242,19.752,19.620,7.844,
0824_19_mesh_18.ply,92.697,256.048,15.956,13.909,2.294,
0824_19_mesh_19.ply,384.518,559.653,19.577,17.164,5.140,
0824_19_mesh_2.ply,215.164,357.935,24.813,7.260,3.791,
0824_19_mesh_20.ply,209.829,342.340,21.613,14.246,4.725,
0824_19_mesh_21.ply,205.668,454.843,16.668,15.197,2.928,
0824_19_mesh_22.ply,46.012,400.705,33.055,7.569,4.607,
0824_19_mesh_23.ply,94.687,254.368,14.448,8.886,7.856,
0824_19_mesh_24.ply,30.152,178.974,13.423,6.203,2.927,
0824_19_mesh_25.ply,312.366,429.590,20.660,10.486,4.467,
0824_19_mesh_3.ply,177.963,263.168,18.368,7.016,3.122,
0824_19_mesh_4.ply,127.973,423.459,30.328,7.523,4.291,
0824_19_mesh_5.ply,141.411,316.922,14.858,13.991,5.001,
0824_19_mesh_6.ply,131.026,335.273,18.108,10.078,3.333,
0824_19_mesh_7.ply,209.698,298.723,16.480,10.020,3.637,
0824_19_mesh_8.ply,400.748,432.690,18.038,17.188,4.563,
0824_19_mesh_9.ply,215.160,464.400,15.504,10.913,10.814,
