File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_01_mesh_1.ply,235.730,2273.901,54.917,16.703,9.537,
0824_01_mesh_10.ply,45.724,289.004,20.709,9.583,1.493,
0824_01_mesh_2.ply,1517.528,2232.809,89.757,24.771,14.804,
0824_01_mesh_3.ply,1289.979,2642.589,37.331,34.326,15.867,
0824_01_mesh_4.ply,691.496,4278.559,93.079,35.908,17.311,
0824_01_mesh_5.ply,149.649,1448.238,45.219,19.243,6.910,
0824_01_mesh_6.ply,317.138,1998.626,54.991,23.398,6.185,
0824_01_mesh_7.ply,289.942,1012.738,29.807,15.172,7.609,
0824_01_mesh_8.ply,9.221,1467.272,43.869,22.027,9.761,
0824_01_mesh_9.ply,57.290,518.300,41.482,8.655,2.445,
