File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_17_mesh_1.ply,261.944,614.077,16.547,16.801,12.994,
0824_17_mesh_10.ply,357.012,755.746,37.116,11.063,3.945,
0824_17_mesh_11.ply,581.107,850.395,29.670,16.093,6.116,
0824_17_mesh_12.ply,278.067,512.636,20.624,12.685,10.387,
0824_17_mesh_13.ply,334.701,738.419,33.631,9.906,5.879,
0824_17_mesh_14.ply,1544.666,1656.227,25.350,17.815,14.647,
0824_17_mesh_15.ply,245.990,558.892,26.282,11.136,3.187,
0824_17_mesh_16.ply,154.000,393.239,17.062,11.371,5.174,
0824_17_mesh_17.ply,498.122,890.269,24.062,23.009,5.782,
0824_17_mesh_18.ply,591.406,797.846,45.692,11.499,5.677,
0824_17_mesh_19.ply,455.009,801.528,26.940,13.661,7.712,
0824_17_mesh_2.ply,570.222,857.997,37.993,18.493,5.726,
0824_17_mesh_3.ply,78.858,403.522,24.362,10.861,3.273,
0824_17_mesh_4.ply,240.611,710.222,25.087,20.763,6.406,
0824_17_mesh_5.ply,120.265,1474.988,39.792,15.091,9.928,
0824_17_mesh_6.ply,159.727,437.379,33.956,10.744,6.624,
0824_17_mesh_7.ply,169.520,791.725,35.906,14.138,4.325,
0824_17_mesh_8.ply,560.976,1193.509,33.017,19.660,14.303,
0824_17_mesh_9.ply,332.644,674.836,23.360,16.692,8.492,
