File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0522_05_mesh_1.ply,1559.376,1481.689,78.811,26.259,7.566,0.425
0522_05_mesh_10.ply,984.464,826.726,39.947,12.673,8.149,0.302
0522_05_mesh_11.ply,833.964,651.522,27.396,13.496,7.568,0.329
0522_05_mesh_2.ply,802.176,901.729,58.355,12.517,6.628,0.223
0522_05_mesh_3.ply,548.415,577.021,26.781,10.683,7.06,0.176
0522_05_mesh_4.ply,1044.083,794.461,34.692,11.034,9.004,0.279
0522_05_mesh_5.ply,1886.581,2071.492,131.876,44.676,13.783,0.468
0522_05_mesh_6.ply,330.845,335.63,12.906,10.64,6.601,0.097
0522_05_mesh_7.ply,1304.041,821.385,16.804,16.543,14.759,
0522_05_mesh_8.ply,651.111,489.078,20.614,9.532,7.782,0.205
0522_05_mesh_9.ply,2767.143,1537.071,51.623,13.248,11.811,0.642
