File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0522_02_mesh_1.ply,453.543,425.925,13.596,10.836,6.757,0.146
0522_02_mesh_10.ply,123.065,223.3,9.046,9.893,5.694,0.052
0522_02_mesh_11.ply,851.807,624.636,26.753,8.98,6.848,0.164
0522_02_mesh_12.ply,56.034,168.785,18.445,6.663,4.236,0.03
0522_02_mesh_13.ply,218.831,248.845,12.081,8.99,7.833,0.057
0522_02_mesh_14.ply,225.95,285.854,18.879,6.084,4.601,0.039
0522_02_mesh_2.ply,595.508,823.3,64.879,8.036,5.382,0.144
0522_02_mesh_3.ply,111.378,138.778,9.033,5.462,4.331,0.022
0522_02_mesh_4.ply,80.176,125.37,9.644,5.637,4.157,0.021
0522_02_mesh_5.ply,1285.953,1095.546,21.225,19.021,14.724,
0522_02_mesh_6.ply,1350.526,1614.182,130.068,21.226,9.845,0.245
0522_02_mesh_7.ply,135.032,173.472,13.244,6.933,4.943,0.035
0522_02_mesh_8.ply,211.115,293.309,20.175,7.539,4.68,0.044
0522_02_mesh_9.ply,138.53,183.45,12.789,5.332,4.244,0.025
