File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_02_mesh_1.ply,140.531,409.349,35.931,7.854,4.308,
0824_02_mesh_10.ply,849.294,1555.667,21.718,19.122,16.792,
0824_02_mesh_11.ply,253.552,1057.178,42.585,13.404,9.181,
0824_02_mesh_12.ply,1254.668,2076.459,49.413,18.750,13.493,
0824_02_mesh_13.ply,880.542,1004.321,43.749,14.623,9.321,
0824_02_mesh_2.ply,923.165,1432.245,71.479,23.102,10.481,
0824_02_mesh_3.ply,256.515,1622.744,53.715,16.376,13.392,
0824_02_mesh_4.ply,608.790,2415.711,71.279,21.545,13.456,
0824_02_mesh_5.ply,457.341,1165.278,52.836,17.415,4.292,
0824_02_mesh_6.ply,9.736,1324.534,32.414,20.445,12.654,
0824_02_mesh_7.ply,293.404,907.711,34.884,17.380,6.054,
0824_02_mesh_8.ply,53.434,830.061,44.583,13.698,6.790,
0824_02_mesh_9.ply,308.557,1319.734,53.791,12.681,7.648,
