File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_04_mesh_1.ply,140.592,411.176,20.047,13.180,6.101,
0824_04_mesh_10.ply,160.053,483.100,21.350,13.839,4.800,
0824_04_mesh_11.ply,62.372,232.437,17.751,7.530,4.678,
0824_04_mesh_12.ply,62.786,430.130,24.115,13.860,7.017,
0824_04_mesh_13.ply,397.752,768.170,34.467,11.694,5.582,
0824_04_mesh_14.ply,0.570,575.725,41.053,8.729,2.409,
0824_04_mesh_15.ply,100.467,345.667,15.781,11.586,3.748,
0824_04_mesh_16.ply,55.904,252.339,13.958,10.423,2.961,
0824_04_mesh_17.ply,59.500,376.275,18.122,9.838,3.303,
0824_04_mesh_18.ply,98.172,217.155,12.768,10.778,2.169,
0824_04_mesh_19.ply,94.945,227.798,13.545,10.049,3.753,
0824_04_mesh_2.ply,105.185,669.839,43.685,9.075,4.841,
0824_04_mesh_20.ply,181.633,737.262,44.872,9.656,8.322,
0824_04_mesh_21.ply,111.054,313.969,14.916,13.373,4.481,
0824_04_mesh_22.ply,113.903,305.011,16.579,12.212,7.086,
0824_04_mesh_23.ply,11.267,331.655,18.160,11.380,3.208,
0824_04_mesh_24.ply,178.972,498.314,19.724,17.151,7.288,
0824_04_mesh_25.ply,121.585,409.472,16.642,14.437,7.375,
0824_04_mesh_26.ply,78.828,296.426,13.409,11.826,3.782,
0824_04_mesh_27.ply,59.933,225.021,11.905,11.194,3.565,
0824_04_mesh_3.ply,109.569,257.368,14.928,9.873,5.538,
0824_04_mesh_4.ply,84.497,203.801,13.951,7.663,3.980,
0824_04_mesh_5.ply,42.655,449.471,20.489,13.996,5.743,
0824_04_mesh_6.ply,119.119,530.861,30.941,9.414,5.432,
0824_04_mesh_7.ply,245.452,427.062,23.473,7.149,5.597,
0824_04_mesh_8.ply,118.575,388.143,19.027,10.139,4.756,
0824_04_mesh_9.ply,61.262,257.143,18.295,8.846,3.852,
