File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_01_mesh_1.ply,196.280,1212.708,32.306,18.771,8.036,
0824_01_mesh_10.ply,365.911,1041.609,26.048,22.334,11.120,
0824_01_mesh_2.ply,369.707,1848.784,34.682,26.871,16.417,
0824_01_mesh_3.ply,1711.708,3460.963,87.705,20.963,17.812,
0824_01_mesh_4.ply,180.160,416.951,20.436,12.536,4.409,
0824_01_mesh_5.ply,337.155,1621.969,87.699,13.641,8.041,
0824_01_mesh_6.ply,1029.462,1679.313,33.884,20.238,16.566,
0824_01_mesh_7.ply,400.733,2208.393,52.954,17.379,19.997,
0824_01_mesh_8.ply,360.276,902.451,29.371,14.634,7.425,
0824_01_mesh_9.ply,1177.979,2822.951,70.860,19.400,12.407,
