File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_06_mesh_1.ply,664.784,1928.627,59.908,18.960,16.328,
0824_06_mesh_10.ply,30.933,716.126,37.511,11.123,5.542,
0824_06_mesh_11.ply,229.493,871.723,35.180,10.905,7.529,
0824_06_mesh_12.ply,66.933,521.922,26.811,7.789,6.273,
0824_06_mesh_2.ply,1027.636,1999.595,54.659,25.015,10.069,
0824_06_mesh_3.ply,251.116,850.648,24.277,21.917,6.303,
0824_06_mesh_4.ply,323.084,1096.791,39.065,15.031,9.136,
0824_06_mesh_5.ply,126.315,952.694,29.167,21.596,6.419,
0824_06_mesh_6.ply,6.548,1193.521,54.319,14.001,7.832,
0824_06_mesh_7.ply,969.044,2864.707,83.373,16.927,12.110,
0824_06_mesh_8.ply,49.453,864.089,37.919,15.740,8.224,
0824_06_mesh_9.ply,145.038,917.379,35.495,13.650,7.755,
