File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_03_mesh_1.ply,186.783,757.720,34.557,11.509,8.830,
0825_03_mesh_10.ply,104.623,483.077,27.717,12.109,3.026,
0825_03_mesh_11.ply,113.786,283.763,17.519,10.113,4.162,
0825_03_mesh_12.ply,335.944,783.388,42.903,11.502,4.680,
0825_03_mesh_13.ply,315.020,686.911,37.627,13.585,5.460,
0825_03_mesh_14.ply,116.589,214.991,10.693,10.346,5.189,
0825_03_mesh_15.ply,286.587,762.989,38.303,10.005,6.954,
0825_03_mesh_16.ply,67.750,305.724,25.397,9.181,2.821,
0825_03_mesh_17.ply,126.381,232.059,14.546,8.260,3.807,
0825_03_mesh_18.ply,124.286,519.410,29.066,10.952,9.781,
0825_03_mesh_19.ply,343.667,411.757,15.521,13.184,8.050,
0825_03_mesh_2.ply,219.845,569.411,24.747,14.644,4.527,
0825_03_mesh_3.ply,115.625,277.077,13.082,12.121,3.068,
0825_03_mesh_4.ply,639.001,624.346,26.339,15.943,5.386,
0825_03_mesh_5.ply,58.732,571.380,35.291,11.978,4.815,
0825_03_mesh_6.ply,130.407,538.390,32.102,12.613,6.049,
0825_03_mesh_7.ply,214.321,1075.707,30.509,21.944,3.974,
0825_03_mesh_8.ply,136.952,476.768,31.429,8.832,5.788,
0825_03_mesh_9.ply,174.225,443.477,30.731,9.875,4.240,
