File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_04_mesh_1.ply,79.607,343.107,19.918,10.850,4.009,
0825_04_mesh_10.ply,119.828,280.117,16.295,11.040,2.557,
0825_04_mesh_11.ply,104.691,439.798,17.661,14.668,6.387,
0825_04_mesh_12.ply,166.885,363.322,33.335,6.057,5.029,
0825_04_mesh_13.ply,32.205,150.912,15.511,6.308,1.324,
0825_04_mesh_14.ply,50.201,262.518,26.232,6.476,1.942,
0825_04_mesh_15.ply,136.297,336.719,17.055,13.725,1.871,
0825_04_mesh_16.ply,71.556,306.801,26.833,7.090,3.254,
0825_04_mesh_17.ply,74.103,316.867,27.473,5.480,5.107,
0825_04_mesh_18.ply,2.842,295.711,16.265,11.553,2.304,
0825_04_mesh_19.ply,66.177,348.235,26.035,10.836,2.949,
0825_04_mesh_2.ply,71.067,309.352,26.346,7.997,5.263,
0825_04_mesh_20.ply,82.920,392.290,28.677,7.038,5.453,
0825_04_mesh_21.ply,72.031,272.371,21.558,6.690,5.678,
0825_04_mesh_22.ply,108.117,304.052,20.995,9.416,2.970,
0825_04_mesh_23.ply,84.105,214.126,13.622,7.520,3.447,
0825_04_mesh_24.ply,42.853,164.829,12.688,6.368,3.335,
0825_04_mesh_25.ply,85.355,289.473,16.029,9.916,5.365,
0825_04_mesh_3.ply,62.901,236.081,19.328,8.096,1.836,
0825_04_mesh_4.ply,232.575,410.045,35.710,6.855,2.564,
0825_04_mesh_5.ply,77.052,276.850,30.771,5.011,2.909,
0825_04_mesh_6.ply,41.682,221.174,14.227,9.897,2.349,
0825_04_mesh_7.ply,30.822,213.675,13.330,9.763,2.817,
0825_04_mesh_8.ply,56.631,169.445,12.255,10.168,2.456,
0825_04_mesh_9.ply,59.175,193.982,15.826,7.551,1.777,
